hex_id,y_mean_kcal_ha,count,proj_x,proj_y,lon,lat
13716.0,8880005120.0,1855.0,1539503.6063498282,5904977.666529257,20.320377001644836,50.30120226592672
13717.0,8884922368.0,1855.0,1539503.6063498282,6054977.666529257,20.72414887467016,51.74509407294058
13718.0,8762608640.0,1855.0,1539503.6063498282,6204977.666529257,21.164089634387572,53.206174000091565
13719.0,8592276480.0,1773.0,1539503.6063498282,6354977.666529257,21.645168569075114,54.6857752955933
13720.0,8464801280.0,1735.0,1539503.6063498282,6504977.666529257,22.173385347368104,56.18539384803576
13721.0,7957389824.0,747.0,1539503.6063498282,6654977.666529257,22.756060279775706,57.70671986680809
13722.0,7184835072.0,896.0,1539503.6063498282,6804977.666529257,23.4022311769477,59.25167813896473
13723.0,6977138688.0,1854.0,1539503.6063498282,6954977.666529257,24.123206355874213,60.82247993863523
13724.0,4951782400.0,1856.0,1539503.6063498282,7104977.666529257,24.933351966255998,62.42169107775268
13725.0,2643810560.0,1894.0,1539503.6063498282,7254977.666529257,25.851240730032625,64.05232281325048
13726.0,1528831360.0,1848.0,1539503.6063498282,7404977.666529257,26.901375966580137,65.71795594627052
13727.0,132189968.0,1856.0,1539503.6063498282,7554977.666529257,28.11686544712105,67.42291455245318
13728.0,0.0,1710.0,1539503.6063498282,7704977.666529257,29.543732357100275,69.17251651404737
13729.0,0.0,307.0,1539503.6063498282,7854977.666529257,31.2481965292494,70.9734478552719
13733.0,0.0,1.0,1539503.6063498282,8454977.666529257,44.092336744127664,78.91871865087948
13789.0,9982973952.0,1858.0,1712708.687106716,-1220022.3334707431,17.247515017101414,-9.885959822945638
13790.0,9577022464.0,1894.0,1712708.687106716,-1070022.3334707431,17.210546270425482,-8.666668438329665
13791.0,9623993344.0,1856.0,1712708.687106716,-920022.3334707431,17.17861280872404,-7.448889149612408
13792.0,10143803392.0,1856.0,1712708.687106716,-770022.3334707431,17.151632456105546,-6.232404241138952
13793.0,9843974144.0,1856.0,1712708.687106716,-620022.3334707431,17.129536412628813,-5.016998625510198
13794.0,9613428736.0,1856.0,1712708.687106716,-470022.33347074315,17.112268760701284,-3.802459390026686
13795.0,10047331328.0,1856.0,1712708.687106716,-320022.33347074315,17.099786068415938,-2.588575356681845
13796.0,10181561344.0,1894.0,1712708.687106716,-170022.33347074315,17.09205708425896,-1.3751366528580118
13797.0,10152816640.0,1857.0,1712708.687106716,-20022.33347074315,17.089062518954382,-0.16193429001481002
13798.0,10186535936.0,1857.0,1712708.687106716,129977.66652925685,17.09079491144778,1.0512402522396895
13799.0,10168982528.0,1858.0,1712708.687106716,279977.66652925685,17.09725857719925,2.264595439237301
13800.0,9575352320.0,1858.0,1712708.687106716,429977.66652925685,17.108469638081818,3.4783400940044196
13801.0,7904494080.0,1857.0,1712708.687106716,579977.6665292569,17.124456134292057,4.692683812185827
13802.0,7847358976.0,1894.0,1712708.687106716,729977.6665292569,17.145258219799267,5.90783738166731
13803.0,6009627136.0,1857.0,1712708.687106716,879977.6665292569,17.17092844401366,7.124013209485565
13804.0,4920763904.0,1857.0,1712708.687106716,1029977.6665292569,17.201532123569045,8.341425758705427
13805.0,3824786944.0,1857.0,1712708.687106716,1179977.6665292569,17.237147809420538,9.560291998071136
